"[Setting]"
"Graph","Graph8"
"File Name","E:\??? ???? ???\2.????\MW#01\Auto_0006\SOUND\NL_001_20180913_170920_130dB_0006_0000_ST0001.wav"
"Channel","1"
"Sampling Frequency","48000"
"Calibration","Calibrated"
"Y Label","Pa      "
"Data Time","0d 00:00:40.000"
"Start Time","0d 00:02:50.000"
"End Time","0d 00:03:30.000"
"HPF Cutoff Frequency","----"
"HPF Order","OFF"
"LPF Cutoff Frequency","----"
"LPF Order","OFF"
"Dif-Int Filter","OFF"
"Analysis","Wave"
"Frequency Weighting","Z"
"Time Weighting","F"
"Calc Start Time","0d 00:00:00.000"
"Calc End Time","0d 00:00:00.000"

"[Calc Data]"
"Max","Time of Max","Min","Time of Min","Average","Variance","Root Mean Square"
"-----","-----","-----","-----","-----","-----","-----"

"[Tshort Data]"
"Time","Amplitude"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.013","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.014","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.015","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.016","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","17.242890E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.017","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","17.242890E-3"
"0d 00:02:50.018","17.242890E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","8.621445E-3"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.018","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","0.000000E+0"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.019","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-8.621445E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.020","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-17.242890E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.021","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-25.864335E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.022","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-34.485780E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.023","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-34.485780E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-34.485780E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-43.107225E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.024","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-43.107225E-3"
"0d 00:02:50.025","-43.107225E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.025","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
"0d 00:02:50.026","-51.728670E-3"
